day,mo,yr,time,time2,bison_1_tempC,bison_1_percRH,bison_2_tempC,bison_2_percRH,bison_3_tempC,bison_3_percRH,cattle_1_tempC,cattle_1_percRH,cattle_2_tempC,cattle_2_percRH,cattle_3_tempC,cattle_3_percRH,ungrazed_1_tempC,ungrazed_1_percRH,ungrazed_2_tempC,ungrazed_2_percRH,ungrazed_3_tempC,ungrazed_3_percRH,trtpd_1_tempC,trtpd_1_percRH,trtpd_2_tempC,trtpd_2_percRH,trtpd_3_tempC,trtpd_3_percRH,untrtpd_1_tempC,untrtpd_1_percRH,untrtpd_2_tempC,untrtpd_2_percRH,untrtpd_3_tempC,untrtpd_3_percRH
28,7,2022,23,11pm,8.427,85.91,5.51,86.911,8.256,80.513,17.179,48.205,14.047,55.775,13.833,53.358,8.899,82.198,16.964,44.127,5.853,92.967,10.229,63.761,10.872,67.473,8.17,85.69,7.655,73.065,12.674,53.382,10.787,61.88
29,7,2022,5,5am,41.418,15.678,42.361,14.237,42.447,13.358,39.787,20.44,39.058,16.654,35.54,19.365,39.83,20.635,44.678,14.212,39.659,15.775,43.262,13.284,42.576,14.945,39.616,25.055,41.847,14.139,43.82,12.747,44.378,15.238
29,7,2022,11,11am,41.418,13.382,41.889,11.893,39.916,13.016,43.048,16.801,47.724,8.864,42.876,12.821,39.873,16.947,42.49,12.65,43.648,10.452,39.273,13.675,44.721,12.186,39.101,22.711,43.648,11.258,43.52,11.77,46.137,12.894
29,7,2022,17,5pm,22.97,44.811,14.176,64.908,19.538,55.018,24.987,34.994,23.271,43.687,24.772,41.026,26.402,35.336,23.185,36.142,24.3,35.922,27.089,33.114,23.271,42.295,25.973,39.243,17.222,54.408,22.584,41.807,20.268,53.48
29,7,2022,23,11pm,14.519,77.241,18.166,64.151,18.981,57.216,19.495,60.171,20.353,53.333,21.469,47.399,18.38,64.42,18.552,59.096,18.037,63.492,17.994,59.438,16.235,68.205,18.466,65.641,19.024,59.731,19.967,51.844,20.654,52.698
30,7,2022,5,5am,37.17,21.807,39.573,18.193,41.675,18.046,35.626,27.717,33.138,27.155,39.616,19.267,35.798,26.471,43.863,15.849,39.702,19.487,36.656,22.613,42.318,16.996,37.728,29.89,38.457,19.438,42.833,17.143,41.761,21.026
30,7,2022,11,11am,35.111,19.56,35.626,17.314,34.682,20.073,36.055,23.004,36.398,18.755,35.54,19.243,36.656,21.368,39.444,16.264,36.956,17.607,36.956,17.973,37.9,16.361,36.484,24.371,37.557,15.824,37.428,17.338,38.028,19.072
30,7,2022,17,5pm,16.063,74.017,14.991,65.055,15.291,71.917,20.182,64.64,17.951,59.56,20.096,51.722,17.822,67.961,19.495,60.928,17.179,74.335,20.825,53.211,17.05,67.424,17.436,67.912,14.39,75.531,18.895,51.722,17.179,62.906
30,7,2022,23,11pm,13.361,85.104,12.975,89.426,15.077,79.78,14.004,97.338,14.819,88.4,16.278,73.333,13.361,88.938,15.72,85.519,13.275,90.647,14.176,76.02,14.305,82.173,13.189,90.256,12.975,82.759,16.578,65.47,16.664,73.187
31,7,2022,5,5am,38.5,22.833,42.19,18.926,40.731,18.657,36.312,30.94,37.342,24.005,33.953,28.791,38.2,27.619,40.302,22.149,37.256,26.496,38.844,22.027,40.173,21.368,36.012,38.266,41.246,19.048,42.79,18.095,42.79,19.756
31,7,2022,11,11am,39.23,17.118,40.173,16.606,37.385,18.51,39.916,22.125,45.45,13.504,38.114,19.414,38.286,21.636,41.847,15.433,41.675,16.117,38.157,18.51,43.648,13.797,36.527,30.183,41.289,15.702,39.23,16.557,41.546,18.535
31,7,2022,17,5pm,24.343,39.316,23.271,42.589,23.314,40.464,25.845,40.928,22.885,42.466,26.231,34.359,27.303,36.801,26.445,34.31,24.472,42.686,25.502,36.044,22.885,42.808,27.346,39.756,21.555,45.324,23.871,38.413,22.584,45.275
31,7,2022,23,11pm,12.889,77.973,7.955,88.571,14.948,58.755,18.766,55.336,18.766,50.11,21.211,43.077,13.876,72.723,20.439,47.766,13.103,75.067,13.747,61.661,14.476,69.06,12.159,81.758,10.358,79.414,16.45,48.938,15.463,54.75
1,8,2022,5,5am,43.348,12.674,39.401,17.167,44.935,12.454,35.24,24.054,36.227,17.436,38.929,14.945,39.959,20.22,46.437,10.94,39.015,20.684,38.286,16.117,44.506,11.77,36.613,26.007,39.358,16.215,45.579,12.161,46.694,11.062
1,8,2022,11,11am,39.273,12.063,40.602,9.597,40.045,9.915,41.246,14.676,41.16,9.328,41.847,9.597,40.302,13.968,44.12,8.864,41.675,11.331,40.731,10.037,42.276,9.06,40.216,16.728,41.632,8.62,47.724,8.767,44.163,11.306
1,8,2022,17,5pm,23.013,31.966,23.314,26.789,24.172,23.15,24.858,26.3,23.013,24.786,26.016,19.805,17.737,47.814,24.472,22.271,25.759,43.687,21.083,28.083,24.257,26.642,17.994,50.94,22.584,26.96,25.03,23.565,26.703,22.564
1,8,2022,23,11pm,22.97,33.187,21.083,39.414,26.531,28.254,22.37,39.414,25.33,29.451,24.343,31.966,23.271,34.31,23.356,34.066,22.97,39.56,22.67,34.042,23.013,32.479,22.713,39.463,19.667,42.051,26.145,28.596,26.445,32.063
2,8,2022,5,5am,36.527,19.463,36.184,21.758,37.599,20.659,37.943,20.586,35.583,17.46,38.071,15.604,39.873,17.631,44.592,12.015,35.755,23.858,39.83,14.603,42.276,14.31,39.487,21.929,36.913,20.806,35.283,22.808,36.999,25.714
2,8,2022,11,11am,32.752,17.656,33.138,17.68,32.108,18.803,34.468,20.415,34.339,15.873,32.752,17.9,34.854,18.974,36.999,14.481,34.382,17.705,34.253,16.337,35.111,15.263,35.068,22.93,32.837,17.192,39.23,13.724,34.982,18.706
2,8,2022,17,5pm,15.291,50.037,7.827,68.156,10.872,63.15,19.839,40.488,11.559,60.366,19.839,37.558,19.796,40.806,18.552,39.414,15.12,47.179,17.565,41.27,17.651,40.366,17.565,49.695,9.886,57.9,17.179,36.41,16.492,47.57
2,8,2022,23,11pm,10.358,71.184,5.982,82.54,8.17,77.851,17.007,52.674,7.655,76.654,14.133,50.989,10.486,71.282,13.446,62.271,10.229,72.772,11.087,57.143,11.773,63.81,11.688,66.716,7.398,73.724,12.417,46.716,10.272,63.98
3,8,2022,5,5am,39.444,14.652,40.173,14.164,41.46,12.454,33.095,23.956,34.725,19.17,34.596,18.462,37.17,19.414,39.015,15.238,35.411,18.779,37.642,16.215,38.586,15.165,34.468,27.326,42.662,12.161,35.068,17.411,39.23,17.265
3,8,2022,11,11am,38.886,9.988,38.886,10.867,37.299,10.159,38.586,15.751,39.873,10.281,37.857,11.624,39.358,13.578,40.989,10.501,39.315,12.088,38.243,11.209,39.702,9.524,35.755,22.54,38.972,9.695,42.233,8.596,40.173,11.99
3,8,2022,17,5pm,13.232,45.763,14.433,37.802,17.565,28.059,18.981,32.381,16.621,32.991,23.528,18.046,14.476,47.009,16.75,36.679,17.779,32.015,17.136,31.722,16.707,34.066,14.219,54.359,11.43,43.101,17.222,25.055,17.007,31.136
3,8,2022,23,11pm,11.902,48.62,12.503,37.973,16.45,26.203,17.093,34.945,17.994,21.587,21.683,16.874,11.773,51.6,18.166,31.844,9.028,64.298,11.001,50.354,12.417,47.863,10.1,64.957,16.192,27.717,15.077,29.768,21.04,24.347
4,8,2022,5,5am,43.005,10.598,44.892,10.037,45.364,9.451,38.972,15.678,38.886,12.552,39.53,13.358,40.602,13.04,42.662,9.377,41.847,10.232,41.332,10.134,43.52,10.33,38.2,21.392,46.995,9.573,39.787,12.283,45.236,13.529
4,8,2022,11,11am,32.752,36.996,24.129,59.902,27.518,72.234,21.812,77.118,20.225,88.278,28.805,33.065,22.97,89.768,24.3,56.825,36.956,16.679,33.695,20.269,31.979,48.278,32.28,28.523,28.505,43.248,25.845,92.674,27.432,65.641
4,8,2022,17,5pm,20.954,43.394,16.321,56.654,19.195,48.498,24.343,42.735,22.155,31.941,24.987,22.613,18.895,83.443,22.67,44.322,23.485,27.863,25.502,25.641,17.222,97.021,19.753,77.07,16.964,51.575,19.924,63.907,19.71,50.989
4,8,2022,23,11pm,15.291,57.607,12.889,70.085,13.833,61.27,16.45,56.361,12.975,59.829,18.294,35.482,16.75,56.947,16.278,52.137,11.044,82.955,17.522,39.853,14.262,75.678,16.192,65.665,13.017,66.032,15.935,58.51,15.291,62.32
5,8,2022,5,5am,31.293,21.05,33.224,18.193,36.613,16.874,29.191,32.137,26.445,28.913,31.336,22.027,30.306,30.452,36.913,19.292,30.349,20.855,32.28,21.538,34.854,21.026,30.049,39.316,39.444,13.333,32.28,25.25,34.253,22.882
5,8,2022,11,11am,27.518,21.636,30.735,16.752,29.877,18.681,28.59,27.497,28.505,20.708,28.204,22.076,29.834,24.005,30.907,20.024,30.607,17.289,29.62,19.878,28.976,20.415,29.792,29.011,31.25,15.458,37.986,13.26,31.379,21.099
5,8,2022,17,5pm,15.806,43.443,13.876,49.377,13.532,49.841,16.149,46.3,12.803,50.989,16.235,40.684,17.651,41.978,16.578,40.171,14.433,47.424,17.694,37.07,16.021,43.175,17.779,45.226,13.06,49.792,15.72,40.586,14.605,49.377
5,8,2022,23,11pm,11.688,65.47,8.513,81.026,9.242,80.708,11.43,69.182,9.671,73.211,11.516,62.393,10.787,76.288,10.915,66.618,8.427,78.095,12.331,55.433,11.902,66.935,10.83,82.295,9.371,70.403,12.846,52.283,11.473,68.742
6,8,2022,5,5am,24.901,33.944,24.601,31.258,18.552,45.177,18.037,52.723,23.013,34.261,17.136,51.136,20.053,47.326,18.208,50.085,22.541,37.241,19.796,43.321,24.086,36.801,17.651,63.053,22.97,33.846,20.568,39.707,19.753,46.862
6,8,2022,11,11am,19.538,60,17.179,77.314,15.334,89.768,19.882,57.851,15.334,92.601,14.262,92.918,19.495,62.564,18.852,57.558,22.756,36.239,17.865,72.869,19.453,59.145,17.651,77.875,16.407,83.394,16.707,78.315,16.793,78.608
6,8,2022,17,5pm,15.763,76.777,13.79,95.336,13.318,98.657,15.291,78.144,14.047,92.186,13.318,94.896,16.321,74.554,15.205,75.531,15.978,73.236,16.492,70.476,15.334,80.22,16.106,79.731,13.747,93.748,14.004,91.575,13.318,100
6,8,2022,23,11pm,11.73,95.629,9.028,98.999,13.06,96.288,13.961,90.867,12.76,100,13.232,94.432,14.09,94.042,13.79,90.354,14.991,82.613,14.09,92.063,11.602,93.504,13.961,98.462,9.5,100,14.004,92.845,12.889,100
7,8,2022,5,5am,34.21,27.131,35.369,24.86,38.5,19.805,29.62,40.171,31.079,33.797,31.036,31.722,33.352,32.308,36.741,24.664,31.508,31.941,32.709,30.696,34.468,28.4,29.834,44.64,38.2,23.053,30.821,36.264,36.527,26.032
7,8,2022,11,11am,35.454,14.823,38.801,13.089,36.956,13.431,37.557,19.902,37.986,13.016,37.256,14.139,35.883,18.315,40.56,11.551,37.213,14.115,36.656,14.579,37.986,12.967,35.755,29.426,37.042,14.383,41.246,10.33,38.586,15.214
7,8,2022,17,5pm,14.133,47.839,13.189,47.521,14.476,42.711,19.796,38.803,17.479,33.138,20.954,26.691,12.76,56.947,20.611,34.603,16.063,51.551,15.205,35.263,14.047,49.035,12.889,62.466,13.232,45.104,15.634,34.408,13.918,48.742
7,8,2022,23,11pm,12.975,66.3,15.849,53.407,17.608,45.788,15.377,58.901,14.905,52.845,17.779,44.86,10.615,76.142,18.723,46.569,11.387,62.613,9.757,50.476,13.103,66.129,8.084,89.133,15.463,53.822,14.948,46.252,15.506,52.405
8,8,2022,5,5am,41.589,11.893,43.305,11.111,44.292,11.355,35.926,22.882,35.54,16.337,36.999,15.775,39.058,18.168,41.46,13.822,38.243,15.433,38.844,14.823,42.962,11.77,35.54,27.961,45.965,9.719,39.23,16.801,42.104,15.922
8,8,2022,11,11am,39.015,12.723,41.203,9.915,40.173,10.549,40.86,15.849,42.619,10.012,39.787,11.209,40.131,15.263,44.592,9.035,40.774,10.11,39.916,11.819,41.675,11.16,39.916,18.559,41.074,9.646,47.209,7.814,44.378,12.625
8,8,2022,17,5pm,13.876,47.79,11.13,49.939,16.964,35.018,20.654,35.287,16.921,35.018,20.997,27.033,14.39,54.676,17.436,37.216,17.179,36.508,17.265,33.675,17.136,37.387,13.876,65.055,14.347,39.976,17.608,27.155,16.45,40.147
8,8,2022,23,11pm,15.935,45.397,16.407,66.862,13.961,67.839,17.479,45.275,13.661,57.875,17.05,43.639,15.806,47.253,13.404,47.888,16.235,68.669,18.294,37.558,15.463,45.934,14.347,54.921,16.063,66.081,16.578,49.084,16.364,64.322
9,8,2022,5,5am,33.781,22.442,35.841,20.122,38.329,17.705,34.253,26.886,30.864,26.52,30.478,26.52,32.408,27.912,41.418,15.775,34.296,18.803,32.837,23.858,41.074,15.971,31.121,34.237,39.015,16.361,33.224,23.956,39.144,21.954
9,8,2022,11,11am,35.712,17.68,36.355,16.63,35.369,17.167,38.2,20.391,42.018,12.601,35.197,18.632,35.626,21.392,38.457,15.873,39.315,13.162,35.24,18.168,39.101,14.652,33.781,30.33,35.369,16.166,42.19,13.553,38.543,19.414
9,8,2022,17,5pm,23.013,33.797,16.192,47.399,20.868,35.507,23.228,38.291,18.423,39.316,22.541,32.381,24.386,34.896,22.885,33.773,12.975,52.625,22.069,33.919,22.541,33.797,19.195,47.302,19.624,38.828,21.426,33.065,16.106,48.181
9,8,2022,23,11pm,15.72,61.099,7.44,77.314,10.272,74.286,19.238,52.894,12.975,65.031,15.334,54.139,19.967,52.894,19.453,47.717,17.093,51.624,17.265,51.111,16.106,59.683,14.519,69.524,9.929,73.553,13.747,45.153,14.776,59.438
10,8,2022,5,5am,37.213,23.614,35.369,24.444,38.415,21.978,34.082,31.331,32.88,27.228,32.623,28.962,34.382,29.328,38.5,21.441,34.21,23.565,32.795,26.886,39.573,20.855,33.224,38.193,36.741,22.491,34.253,26.642,39.101,25.495
10,8,2022,11,11am,34.21,28.303,35.411,26.129,34.768,26.032,37.857,28.523,41.031,18.706,37.042,23.858,38.071,25.543,40.131,20.659,37.17,19.585,37.213,23.761,35.326,26.252,39.015,30.281,34.553,26.716,36.27,24.029,35.497,28.571
10,8,2022,17,5pm,26.231,39.023,25.759,38.755,25.287,41.05,25.931,45.397,25.502,42.173,26.145,44.469,27.26,43.468,25.931,41.856,25.158,36.093,27.561,38.608,26.145,38.462,27.303,45.739,25.802,38.437,25.845,39.316,25.373,46.349
10,8,2022,23,11pm,20.268,56.63,12.76,73.748,14.047,77.241,21.426,55.946,14.262,69.792,18.809,57.68,19.41,60.586,20.611,54.579,19.753,52.943,21.383,48.84,20.053,56.435,21.211,59.927,14.047,66.496,18.08,49.011,17.393,65.641
11,8,2022,5,5am,38.543,22.613,39.401,21.563,37.299,23.932,39.787,26.422,33.953,27.57,35.583,27.717,35.626,29.89,45.965,15.849,32.666,29.353,35.755,25.885,42.662,19.463,35.712,35.678,45.15,17.021,36.784,26.593,40.56,25.788
11,8,2022,11,11am,39.315,21.514,40.903,19.56,38.886,21.636,36.312,31.844,42.061,18.413,42.79,19.585,35.712,29.084,46.866,16.142,41.718,19.829,37.213,23.541,39.187,21.807,35.24,36.288,45.493,15.922,46.651,16.41,46.437,19.609
11,8,2022,17,5pm,20.353,67.521,18.766,69.451,16.964,72.283,23.828,60.781,20.611,62.271,24.129,49.255,26.016,49.646,23.7,52.259,22.498,62.686,23.228,54.847,20.911,64.908,22.927,61.392,19.624,62.564,21.769,44.151,20.525,59.072
11,8,2022,23,11pm,14.219,84.713,11.516,92.747,15.42,80.586,19.495,76.117,19.796,64.249,20.697,59.634,13.489,91.013,20.182,71.258,11.773,94.896,15.034,65.006,14.605,85.446,13.017,89.988,12.288,82.295,17.565,57.875,15.935,74.042
12,8,2022,5,5am,39.744,21.001,44.249,16.044,44.463,14.554,39.487,27.253,36.055,22.906,40.345,19.121,38.972,24.469,47.853,13.993,38.972,22.442,39.787,20.244,46.222,15.36,42.876,25.739,43.434,17.314,40.602,21.929,45.279,18.974
12,8,2022,11,11am,42.662,14.066,42.576,14.701,34.854,21.368,44.077,17.363,50.47,10.476,37.342,18.999,42.447,17.241,44.421,13.187,44.592,13.675,44.163,13.455,46.437,11.966,40.731,26.667,39.101,16.923,37.256,19.56,38.2,22.344
12,8,2022,17,5pm,22.155,68.278,18.337,99.731,17.994,99.683,24.686,50.598,17.565,97.338,19.066,92.43,26.231,47.009,25.073,42.711,18.466,97.802,26.274,41.368,21.64,72.234,25.973,48.156,18.294,100,19.024,98.632,17.608,100
12,8,2022,23,11pm,13.661,100,14.219,100,14.519,100,19.667,77.094,15.42,100,15.763,99.072,15.205,100,18.637,74.823,15.42,100,16.664,89.597,14.004,98.584,16.063,97.875,14.905,100,15.892,95.8,14.776,100
13,8,2022,5,5am,40.817,22.027,37.986,32.234,43.863,22.442,39.273,27.692,34.21,37.949,37.085,32.234,40.903,26.935,43.605,19.976,33.395,43.101,43.219,21.099,44.549,20.83,40.216,31.551,38.071,33.846,32.366,86.789,43.005,26.593
13,8,2022,11,11am,39.702,19.951,39.23,20.879,38.844,18.852,39.273,27.424,40.774,22.466,39.273,20.928,40.602,24.322,42.061,20.122,39.144,26.227,39.144,21.514,40.345,19.414,36.055,37.778,43.563,19.121,41.46,31.624,41.289,19.976
13,8,2022,17,5pm,21.64,52.039,23.013,51.819,23.528,46.813,24.043,49.377,20.954,57.753,23.7,47.473,22.756,52.186,24.601,41.49,18.123,85.421,23.485,48.327,21.598,51.453,21.04,62.882,23.228,51.941,23.614,55.311,23.828,50.012
13,8,2022,23,11pm,16.921,70.916,12.159,95.165,15.334,73.773,18.809,65.543,14.39,83.272,19.281,56.679,18.552,67.79,20.525,55.067,17.05,80.317,17.479,62.906,16.964,69.792,15.42,81.905,12.975,93.553,16.492,72.308,16.793,67.912
14,8,2022,5,5am,36.098,15.946,38.629,14.823,40.131,12.088,35.154,21.123,31.379,19.805,37.385,15.897,37.128,17.582,42.061,11.746,35.626,20.44,35.454,15.849,39.015,13.162,40.774,19.023,38.801,15.311,37.428,25.006,33.567,21.758
14,8,2022,11,11am,35.926,13.114,36.527,14.554,34.296,14.75,41.975,15.214,38.286,10.574,39.401,9.426,39.744,12.918,43.863,8.425,37.814,14.139,39.487,10.818,37.385,11.868,36.355,21.001,38.929,13.065,39.058,12.479,40.817,12.869
14,8,2022,17,5pm,17.865,43.907,12.159,79.365,16.921,49.573,22.713,33.162,19.882,42.784,24.858,28.107,15.978,48.327,20.697,30.696,16.836,62.466,20.096,33.407,20.182,36.02,16.879,48.474,14.605,69.377,20.525,36.728,19.624,42.93
14,8,2022,23,11pm,14.691,61.538,10.787,90.183,9.757,75.556,14.39,64.2,13.017,66.789,18.466,44.933,12.288,71.893,15.763,55.604,11.301,83.297,11.988,58.193,15.42,56.825,10.486,79.414,10.658,87.497,14.047,49.939,15.72,56.41
15,8,2022,5,5am,38.715,17.216,37.342,18.95,41.031,13.919,37.514,24.86,34.425,21.319,35.283,20.317,37.685,23.81,46.179,12.601,35.841,22.393,36.484,20.269,46.952,11.355,39.358,27.033,39.916,16.508,36.227,20.83,41.074,18.608
15,8,2022,11,11am,36.741,15.238,37.986,13.651,36.613,14.359,39.487,18.193,40.731,12.112,37.256,15.604,37.385,18.535,41.589,12.161,39.444,14.945,37.128,15.043,35.24,15.629,37.599,23.761,42.876,11.697,39.873,13.407,39.23,17.143
15,8,2022,17,5pm,16.063,49.817,10.658,78.462,15.849,50.525,20.568,42.418,18.723,45.226,22.413,36.752,16.45,55.043,22.069,35.238,14.905,59.731,18.466,37.143,16.621,43.932,16.921,55.971,13.232,74.628,18.723,36.728,19.624,45.324
15,8,2022,23,11pm,9.972,69.426,8.813,90.501,12.932,66.374,16.45,54.725,10.872,78.974,16.364,50.672,10.915,73.578,19.109,38.437,10.83,77.363,12.889,56.606,10.315,65.983,11.13,72.21,9.5,87.399,14.176,48.645,13.961,61.123
16,8,2022,5,5am,40.431,16.02,41.503,15.507,41.289,16.02,38.114,24.029,38.5,18.632,34.811,22.613,41.16,19.536,43.605,14.237,39.101,19.609,40.173,17.289,45.708,13.114,37.042,31.697,41.46,15.8,37.128,23.028,43.391,19.634
16,8,2022,11,11am,40.345,12.308,40.517,12.161,40.131,13.358,41.289,17.509,46.437,10.818,39.444,15.873,41.031,15.189,43.176,12.479,42.104,12.405,40.774,13.553,44.421,10.256,37.299,27.912,43.648,10.818,42.876,12.43,40.903,17.656
16,8,2022,17,5pm,23.399,33.578,16.578,50.281,19.624,41.123,26.231,33.48,20.868,35.531,24.386,29.377,16.621,54.921,23.743,30.916,18.123,51.917,21.984,30.745,21.512,35.751,16.578,57.045,16.106,57.314,20.568,33.211,21.126,40.269
16,8,2022,23,11pm,11.645,65.885,11.602,68.498,11.816,66.129,19.066,53.626,17.393,48.694,19.924,42.222,14.519,62.442,19.024,48.767,14.562,65.177,14.691,47.497,13.103,58.193,12.331,73.895,10.658,77.509,15.334,42.54,14.734,57.192
17,8,2022,5,5am,34.253,23.516,37.642,20.757,38.715,19.731,33.266,26.227,31.207,28.181,32.366,27.082,34.296,24.347,39.916,15.263,33.352,26.862,34.082,22.076,41.246,15.775,36.741,26.007,37.213,21.441,36.656,23.907,39.23,23.346
17,8,2022,11,11am,35.197,19.853,35.883,18.755,35.068,18.95,38.028,20.83,37.857,16.044,37.857,17.363,36.355,20.171,40.173,14.383,32.795,23.101,36.441,16.239,35.326,18.535,37.814,22.491,38.028,17.143,42.318,13.675,37.085,21.538
17,8,2022,17,5pm,15.892,56.068,15.034,60.537,17.222,51.136,23.442,41.221,19.581,46.056,22.413,40.293,16.578,58.266,22.069,39.17,19.839,45.47,18.037,42.955,16.578,50.598,17.565,56.19,14.991,58.999,20.182,41.538,18.466,51.136
17,8,2022,23,11pm,10.83,72.796,9.671,78.95,11.087,80.83,14.562,68.596,13.017,71.77,18.294,55.189,14.004,68.254,14.219,62.979,11.473,96.068,16.149,56.215,11.216,70.965,13.404,70.452,10.658,82.32,14.862,58.168,15.978,67.961
18,8,2022,5,5am,32.923,27.277,35.497,22.54,40.045,18.364,35.454,28.205,30.349,30.891,33.738,25.226,32.28,32.161,41.332,17.827,33.224,27.595,34.296,25.519,41.375,18.584,40.002,27.448,35.841,22.393,36.312,21.832,40.131,22.344
18,8,2022,11,11am,33.266,21.319,34.982,17.729,32.408,19.683,36.956,22.589,37.299,15.751,37.256,17.192,33.567,21.441,42.061,13.773,35.798,16.679,34.253,17.509,38.972,15.336,37.685,22.613,38.114,15.702,38.243,14.164,34.854,22.808
18,8,2022,17,5pm,15.42,48.205,8.513,69.377,13.661,50.379,20.353,41.905,16.921,45.495,19.924,36.752,20.997,37.875,16.535,43.687,13.618,62.369,19.538,35.092,16.578,43.346,19.538,42.491,11.216,62.882,16.921,41.441,14.905,50.72
18,8,2022,23,11pm,7.827,72.454,6.668,81.905,9.242,73.309,13.833,66.935,8.384,77.802,13.318,53.993,9.414,72.943,14.347,57.509,7.912,88.645,11.43,55.922,8.813,67.741,9.371,73.236,7.14,82.418,12.374,52.381,9.285,61.343
19,8,2022,5,5am,36.398,18.095,39.401,15.824,42.79,13.187,35.326,24.274,36.784,18.339,35.025,20.293,35.883,22.808,41.975,13.797,37.557,18.803,35.154,19.267,43.477,13.48,35.841,27.228,39.058,15.824,36.741,17.582,44.292,17.338
19,8,2022,11,11am,33.61,18.974,38.157,14.628,33.867,17.143,35.24,22.589,41.889,12.405,36.484,17.436,34.296,21.465,38.157,15.092,36.527,16.239,34.468,18.168,36.527,16.288,36.57,25.226,37.385,14.872,38.801,13.358,35.326,21.05
19,8,2022,17,5pm,21.211,42.54,17.093,51.013,16.235,49.573,20.868,47.595,17.35,47.79,20.053,41.221,23.142,38.828,22.327,38.193,17.007,53.431,22.541,35.971,20.311,44.005,21.683,44.64,17.522,49.719,19.281,41.148,19.238,48.791
19,8,2022,23,11pm,12.503,74.31,5.81,97.436,13.017,69.646,17.522,61.49,13.189,69.915,16.75,55.922,12.846,74.701,18.68,53.455,12.631,76.899,15.163,59.316,10.787,75.922,13.361,74.994,8.17,85.006,13.618,60.098,11.602,73.211
20,8,2022,5,5am,36.999,18.803,41.031,14.628,39.187,15.458,33.824,29.231,36.441,20.586,32.194,24.86,34.553,25.861,41.203,16.41,35.54,21.612,34.768,21.905,43.734,13.626,35.283,30.916,37.042,17.534,35.841,18.999,40.002,20.513
20,8,2022,11,11am,36.87,13.944,39.616,12.552,36.055,13.993,37.128,18.73,45.364,9.377,37.428,14.505,37.213,16.508,39.873,12.552,37.685,13.968,37.128,14.017,41.761,11.233,39.015,22.149,41.203,11.648,39.873,11.233,38.157,17.802
20,8,2022,17,5pm,18.938,37.143,12.546,58.168,13.318,49.817,24.729,33.358,18.208,38.168,20.053,32.869,25.63,29.792,24.214,27.424,13.575,54.701,20.611,33.187,20.225,35.922,17.222,50.769,14.433,47.741,17.822,37.192,17.265,41.123
20,8,2022,23,11pm,10.529,62.344,8.556,72.308,13.489,52.381,18.423,49.109,12.46,58.071,17.565,42.686,11.173,65.324,14.605,52.405,8.427,87.668,11.559,48.718,10.358,59.683,10.014,69.011,8.685,72.576,14.305,45.592,12.546,54.945
21,8,2022,5,5am,36.913,19.048,37.514,18.462,36.012,19.512,35.497,23.028,34.982,20.879,33.781,24.029,35.111,23.443,42.276,13.04,39.616,18.12,36.57,18.266,44.85,13.211,37.9,25.324,40.045,17.802,35.24,20.342,37.256,22.735
21,8,2022,11,11am,33.91,18.95,34.596,18.144,32.923,19.853,39.23,20.684,34.596,17.729,37.128,17.753,37.814,19.365,43.477,12.332,39.959,15.873,37.943,15.653,34.639,17.656,41.847,21.123,34.94,17.509,34.296,20.659,33.352,24.86
21,8,2022,17,5pm,19.624,41.221,15.634,50.574,18.08,43.663,23.614,36.19,19.453,40.806,23.314,33.016,21.683,40.708,23.399,30.965,17.651,47.912,20.525,35.36,20.096,39.267,19.667,46.764,16.707,50.867,21.469,34.457,21.984,39.389
21,8,2022,23,11pm,11.344,59.902,9.156,72.943,14.948,56.093,17.694,50.427,15.377,53.773,19.324,41.538,12.159,68.864,17.05,46.325,11.259,73.04,14.347,50.012,12.588,59.023,11.73,71.722,10.701,69.426,16.621,45.617,15.72,56.264
22,8,2022,5,5am,35.798,21.856,44.421,14.774,41.503,15.971,37.642,22.906,33.567,22.491,35.755,20.537,34.468,24.078,43.348,13.333,39.358,20.488,36.87,18.437,44.034,14.457,37.557,25.543,38.629,20.049,40.131,17.534,43.82,19.219
22,8,2022,11,11am,33.224,22.466,37.256,18.193,35.798,20,37.342,24.42,33.009,22.882,32.151,25.348,36.699,23.004,37.9,18.071,39.015,17.485,35.969,19.658,33.867,20.879,36.312,26.374,37.728,18.144,39.273,17.509,37.385,23.761
22,8,2022,17,5pm,18.981,46.886,15.163,57.485,17.093,56.899,22.498,45.348,20.74,44.371,23.828,38.926,20.954,45.983,21.211,40.708,19.109,57.46,21.383,38.877,21.34,40.317,20.353,49.109,18.251,50.33,22.327,42.442,21.984,49.963
22,8,2022,23,11pm,17.608,63.272,16.707,74.896,15.034,76.166,18.123,60.83,17.651,63.858,19.924,53.626,17.265,62.295,18.552,53.089,18.166,75.165,19.41,53.993,17.994,60.733,17.179,64.2,17.608,67.863,18.037,60.22,17.994,66.984
23,8,2022,5,5am,18.294,97.241,18.166,99.414,17.737,99.536,21.984,65.421,18.337,92.527,17.737,92.234,22.885,64.762,17.694,93.309,22.713,66.447,22.97,59.756,18.509,99.634,22.713,70.403,18.166,100,18.637,98.022,17.951,100
23,8,2022,11,11am,27.689,44.469,30.692,42.418,27.732,45.324,32.408,42.613,29.877,41.978,29.448,47.326,28.462,51.477,32.709,36.801,29.191,38.828,26.703,60.855,28.59,45.055,30.435,49.621,32.237,40.147,29.749,57.192,28.462,52.015
