label,trt,site,yr,month,mo,day,plot,type,g_m2,plot_perc
bison2_July_grass,bison,bison_2,2022,July,7,8,2,grass,156,75.72815534
bison2_July_forb,bison,bison_2,2022,July,7,8,2,forb,0,0
bison2_July_woody,bison,bison_2,2022,July,7,8,2,woody,0,0
bison2_July_litter,bison,bison_2,2022,July,7,8,2,litter,50,24.27184466
bison2_July_grass,bison,bison_2,2022,July,7,8,3,grass,112,88.8183981
bison2_July_forb,bison,bison_2,2022,July,7,8,3,forb,0.1,0.079302141
bison2_July_woody,bison,bison_2,2022,July,7,8,3,woody,0,0
bison2_July_litter,bison,bison_2,2022,July,7,8,3,litter,14,11.10229976
bison2_July_grass,bison,bison_2,2022,July,7,8,4,grass,140,79.86309184
bison2_July_forb,bison,bison_2,2022,July,7,8,4,forb,0.3,0.171135197
bison2_July_woody,bison,bison_2,2022,July,7,8,4,woody,0,0
bison2_July_litter,bison,bison_2,2022,July,7,8,4,litter,35,19.96577296
bison2_July_grass,bison,bison_2,2022,July,7,8,5,grass,99,25.25510204
bison2_July_forb,bison,bison_2,2022,July,7,8,5,forb,0,0
bison2_July_woody,bison,bison_2,2022,July,7,8,5,woody,0,0
bison2_July_litter,bison,bison_2,2022,July,7,8,5,litter,293,74.74489796
bison3_July_grass,bison,bison_3,2022,July,7,5,1,grass,93,35.83815029
bison3_July_forb,bison,bison_3,2022,July,7,5,1,forb,0.5,0.192678227
bison3_July_woody,bison,bison_3,2022,July,7,5,1,woody,0,0
bison3_July_litter,bison,bison_3,2022,July,7,5,1,litter,166,63.96917148
bison3_July_grass,bison,bison_3,2022,July,7,5,2,grass,156,35.65714286
bison3_July_forb,bison,bison_3,2022,July,7,5,2,forb,0.5,0.114285714
bison3_July_woody,bison,bison_3,2022,July,7,5,2,woody,0,0
bison3_July_litter,bison,bison_3,2022,July,7,5,2,litter,281,64.22857143
bison3_July_grass,bison,bison_3,2022,July,7,5,3,grass,58,24.78632479
bison3_July_forb,bison,bison_3,2022,July,7,5,3,forb,4,1.709401709
bison3_July_woody,bison,bison_3,2022,July,7,5,3,woody,0,0
bison3_July_litter,bison,bison_3,2022,July,7,5,3,litter,172,73.5042735
bison3_July_grass,bison,bison_3,2022,July,7,5,4,grass,95,38.0761523
bison3_July_forb,bison,bison_3,2022,July,7,5,4,forb,0.5,0.200400802
bison3_July_woody,bison,bison_3,2022,July,7,5,4,woody,0,0
bison3_July_litter,bison,bison_3,2022,July,7,5,4,litter,154,61.72344689
bison3_July_grass,bison,bison_3,2022,July,7,5,5,grass,101,70.87719298
bison3_July_forb,bison,bison_3,2022,July,7,5,5,forb,0.5,0.350877193
bison3_July_woody,bison,bison_3,2022,July,7,5,5,woody,0,0
bison3_July_litter,bison,bison_3,2022,July,7,5,5,litter,41,28.77192982
ungrazed1_July_grass,ungrazed,ungrazed_1,2022,July,7,4,1,grass,124,25
ungrazed1_July_forb,ungrazed,ungrazed_1,2022,July,7,4,1,forb,8,1.612903226
ungrazed1_July_woody,ungrazed,ungrazed_1,2022,July,7,4,1,woody,0,0
ungrazed1_July_litter,ungrazed,ungrazed_1,2022,July,7,4,1,litter,364,73.38709677
ungrazed1_July_grass,ungrazed,ungrazed_1,2022,July,7,4,2,grass,75,20.94972067
ungrazed1_July_forb,ungrazed,ungrazed_1,2022,July,7,4,2,forb,34,9.497206704
ungrazed1_July_woody,ungrazed,ungrazed_1,2022,July,7,4,2,woody,0,0
ungrazed1_July_litter,ungrazed,ungrazed_1,2022,July,7,4,2,litter,249,69.55307263
ungrazed1_July_grass,ungrazed,ungrazed_1,2022,July,7,4,3,grass,101,20.07952286
ungrazed1_July_forb,ungrazed,ungrazed_1,2022,July,7,4,3,forb,31,6.163021869
ungrazed1_July_woody,ungrazed,ungrazed_1,2022,July,7,4,3,woody,0,0
ungrazed1_July_litter,ungrazed,ungrazed_1,2022,July,7,4,3,litter,371,73.75745527
ungrazed1_July_grass,ungrazed,ungrazed_1,2022,July,7,4,4,grass,113,17.35791091
ungrazed1_July_forb,ungrazed,ungrazed_1,2022,July,7,4,4,forb,7,1.075268817
ungrazed1_July_woody,ungrazed,ungrazed_1,2022,July,7,4,4,woody,0,0
ungrazed1_July_litter,ungrazed,ungrazed_1,2022,July,7,4,4,litter,531,81.56682028
ungrazed1_July_grass,ungrazed,ungrazed_1,2022,July,7,4,5,grass,47,47.71573604
ungrazed1_July_forb,ungrazed,ungrazed_1,2022,July,7,4,5,forb,0.5,0.507614213
ungrazed1_July_woody,ungrazed,ungrazed_1,2022,July,7,4,5,woody,0,0
ungrazed1_July_litter,ungrazed,ungrazed_1,2022,July,7,4,5,litter,51,51.77664975
ungrazed2_July_grass,ungrazed,ungrazed_2,2022,July,7,12,1,grass,195,24.28393524
ungrazed2_July_forb,ungrazed,ungrazed_2,2022,July,7,12,1,forb,20,2.490660025
ungrazed2_July_woody,ungrazed,ungrazed_2,2022,July,7,12,1,woody,195,24.28393524
ungrazed2_July_litter,ungrazed,ungrazed_2,2022,July,7,12,1,litter,393,48.94146949
ungrazed2_July_grass,ungrazed,ungrazed_2,2022,July,7,12,2,grass,87,26.93498452
ungrazed2_July_forb,ungrazed,ungrazed_2,2022,July,7,12,2,forb,59,18.26625387
ungrazed2_July_woody,ungrazed,ungrazed_2,2022,July,7,12,2,woody,0,0
ungrazed2_July_litter,ungrazed,ungrazed_2,2022,July,7,12,2,litter,177,54.79876161
ungrazed2_July_grass,ungrazed,ungrazed_2,2022,July,7,12,3,grass,5,18.51851852
ungrazed2_July_forb,ungrazed,ungrazed_2,2022,July,7,12,3,forb,4,14.81481481
ungrazed2_July_woody,ungrazed,ungrazed_2,2022,July,7,12,3,woody,0,0
ungrazed2_July_litter,ungrazed,ungrazed_2,2022,July,7,12,3,litter,18,66.66666667
ungrazed2_July_grass,ungrazed,ungrazed_2,2022,July,7,12,4,grass,129,25.44378698
ungrazed2_July_forb,ungrazed,ungrazed_2,2022,July,7,12,4,forb,89,17.55424063
ungrazed2_July_woody,ungrazed,ungrazed_2,2022,July,7,12,4,woody,0,0
ungrazed2_July_litter,ungrazed,ungrazed_2,2022,July,7,12,4,litter,289,57.00197239
ungrazed2_July_grass,ungrazed,ungrazed_2,2022,July,7,12,5,grass,20,18.69158879
ungrazed2_July_forb,ungrazed,ungrazed_2,2022,July,7,12,5,forb,24,22.42990654
ungrazed2_July_woody,ungrazed,ungrazed_2,2022,July,7,12,5,woody,0,0
ungrazed2_July_litter,ungrazed,ungrazed_2,2022,July,7,12,5,litter,63,58.87850467
ungrazed3_July_grass,ungrazed,ungrazed_3,2022,July,7,11,1,grass,30,24.19354839
ungrazed3_July_forb,ungrazed,ungrazed_3,2022,July,7,11,1,forb,3,2.419354839
ungrazed3_July_woody,ungrazed,ungrazed_3,2022,July,7,11,1,woody,0,0
ungrazed3_July_litter,ungrazed,ungrazed_3,2022,July,7,11,1,litter,91,73.38709677
ungrazed3_July_grass,ungrazed,ungrazed_3,2022,July,7,11,2,grass,119,50.96359743
ungrazed3_July_forb,ungrazed,ungrazed_3,2022,July,7,11,2,forb,0.5,0.214132762
ungrazed3_July_woody,ungrazed,ungrazed_3,2022,July,7,11,2,woody,0,0
ungrazed3_July_litter,ungrazed,ungrazed_3,2022,July,7,11,2,litter,114,48.82226981
ungrazed3_July_grass,ungrazed,ungrazed_3,2022,July,7,11,3,grass,15,22.05882353
ungrazed3_July_forb,ungrazed,ungrazed_3,2022,July,7,11,3,forb,0,0
ungrazed3_July_woody,ungrazed,ungrazed_3,2022,July,7,11,3,woody,0,0
ungrazed3_July_litter,ungrazed,ungrazed_3,2022,July,7,11,3,litter,53,77.94117647
ungrazed3_July_grass,ungrazed,ungrazed_3,2022,July,7,11,4,grass,65,22.56944444
ungrazed3_July_forb,ungrazed,ungrazed_3,2022,July,7,11,4,forb,3,1.041666667
ungrazed3_July_woody,ungrazed,ungrazed_3,2022,July,7,11,4,woody,0,0
ungrazed3_July_litter,ungrazed,ungrazed_3,2022,July,7,11,4,litter,220,76.38888889
ungrazed3_July_grass,ungrazed,ungrazed_3,2022,July,7,11,5,grass,50,45.04504505
ungrazed3_July_forb,ungrazed,ungrazed_3,2022,July,7,11,5,forb,0,0
ungrazed3_July_woody,ungrazed,ungrazed_3,2022,July,7,11,5,woody,0,0
ungrazed3_July_litter,ungrazed,ungrazed_3,2022,July,7,11,5,litter,61,54.95495495
cattle1_July_grass,cattle,cattle_1,2022,July,7,12,1,grass,31,37.80487805
cattle1_July_forb,cattle,cattle_1,2022,July,7,12,1,forb,33,40.24390244
cattle1_July_woody,cattle,cattle_1,2022,July,7,12,1,woody,9,10.97560976
cattle1_July_litter,cattle,cattle_1,2022,July,7,12,1,litter,9,10.97560976
cattle1_July_grass,cattle,cattle_1,2022,July,7,12,2,grass,70,18.91891892
cattle1_July_forb,cattle,cattle_1,2022,July,7,12,2,forb,79,21.35135135
cattle1_July_woody,cattle,cattle_1,2022,July,7,12,2,woody,0,0
cattle1_July_litter,cattle,cattle_1,2022,July,7,12,2,litter,221,59.72972973
cattle1_July_grass,cattle,cattle_1,2022,July,7,12,3,grass,44,26.03550296
cattle1_July_forb,cattle,cattle_1,2022,July,7,12,3,forb,43,25.44378698
cattle1_July_woody,cattle,cattle_1,2022,July,7,12,3,woody,30,17.75147929
cattle1_July_litter,cattle,cattle_1,2022,July,7,12,3,litter,52,30.76923077
cattle1_July_grass,cattle,cattle_1,2022,July,7,12,4,grass,39,54.92957746
cattle1_July_forb,cattle,cattle_1,2022,July,7,12,4,forb,13,18.30985915
cattle1_July_woody,cattle,cattle_1,2022,July,7,12,4,woody,9,12.67605634
cattle1_July_litter,cattle,cattle_1,2022,July,7,12,4,litter,10,14.08450704
cattle1_July_grass,cattle,cattle_1,2022,July,7,12,5,grass,22,39.28571429
cattle1_July_forb,cattle,cattle_1,2022,July,7,12,5,forb,7,12.5
cattle1_July_woody,cattle,cattle_1,2022,July,7,12,5,woody,9,16.07142857
cattle1_July_litter,cattle,cattle_1,2022,July,7,12,5,litter,18,32.14285714
cattle2_July_grass,cattle,cattle_2,2022,July,7,6,1,grass,22,24.71910112
cattle2_July_forb,cattle,cattle_2,2022,July,7,6,1,forb,40,44.94382022
cattle2_July_woody,cattle,cattle_2,2022,July,7,6,1,woody,0,0
cattle2_July_litter,cattle,cattle_2,2022,July,7,6,1,litter,27,30.33707865
cattle2_July_grass,cattle,cattle_2,2022,July,7,6,2,grass,44,35.2
cattle2_July_forb,cattle,cattle_2,2022,July,7,6,2,forb,24,19.2
cattle2_July_woody,cattle,cattle_2,2022,July,7,6,2,woody,0,0
cattle2_July_litter,cattle,cattle_2,2022,July,7,6,2,litter,57,45.6
cattle2_July_grass,cattle,cattle_2,2022,July,7,6,3,grass,85,27.33118971
cattle2_July_forb,cattle,cattle_2,2022,July,7,6,3,forb,85,27.33118971
cattle2_July_woody,cattle,cattle_2,2022,July,7,6,3,woody,0,0
cattle2_July_litter,cattle,cattle_2,2022,July,7,6,3,litter,141,45.33762058
cattle2_July_grass,cattle,cattle_2,2022,July,7,6,4,grass,113,52.80373832
cattle2_July_forb,cattle,cattle_2,2022,July,7,6,4,forb,0,0
cattle2_July_woody,cattle,cattle_2,2022,July,7,6,4,woody,0,0
cattle2_July_litter,cattle,cattle_2,2022,July,7,6,4,litter,101,47.19626168
cattle2_July_grass,cattle,cattle_2,2022,July,7,6,5,grass,49,47.80487805
cattle2_July_forb,cattle,cattle_2,2022,July,7,6,5,forb,0.5,0.487804878
cattle2_July_woody,cattle,cattle_2,2022,July,7,6,5,woody,0,0
cattle2_July_litter,cattle,cattle_2,2022,July,7,6,5,litter,53,51.70731707
cattle3_July_grass,cattle,cattle_3,2022,July,7,5,1,grass,23,27.71084337
cattle3_July_forb,cattle,cattle_3,2022,July,7,5,1,forb,5,6.024096386
cattle3_July_woody,cattle,cattle_3,2022,July,7,5,1,woody,0,0
cattle3_July_litter,cattle,cattle_3,2022,July,7,5,1,litter,55,66.26506024
cattle3_July_grass,cattle,cattle_3,2022,July,7,5,2,grass,25,65.78947368
cattle3_July_forb,cattle,cattle_3,2022,July,7,5,2,forb,10,26.31578947
cattle3_July_woody,cattle,cattle_3,2022,July,7,5,2,woody,0,0
cattle3_July_litter,cattle,cattle_3,2022,July,7,5,2,litter,3,7.894736842
cattle3_July_grass,cattle,cattle_3,2022,July,7,5,3,grass,8,12.5
cattle3_July_forb,cattle,cattle_3,2022,July,7,5,3,forb,25,39.0625
cattle3_July_woody,cattle,cattle_3,2022,July,7,5,3,woody,0,0
cattle3_July_litter,cattle,cattle_3,2022,July,7,5,3,litter,31,48.4375
cattle3_July_grass,cattle,cattle_3,2022,July,7,5,4,grass,23,51.11111111
cattle3_July_forb,cattle,cattle_3,2022,July,7,5,4,forb,0,0
cattle3_July_woody,cattle,cattle_3,2022,July,7,5,4,woody,0,0
cattle3_July_litter,cattle,cattle_3,2022,July,7,5,4,litter,22,48.88888889
cattle3_July_grass,cattle,cattle_3,2022,July,7,5,5,grass,10,12.19512195
cattle3_July_forb,cattle,cattle_3,2022,July,7,5,5,forb,56,68.29268293
cattle3_July_woody,cattle,cattle_3,2022,July,7,5,5,woody,0,0
cattle3_July_litter,cattle,cattle_3,2022,July,7,5,5,litter,16,19.51219512
trtpd1_July_grass,trtpd,trtpd_1,2022,July,7,6,1,grass,0,0
trtpd1_July_forb,trtpd,trtpd_1,2022,July,7,6,1,forb,180,85.71428571
trtpd1_July_woody,trtpd,trtpd_1,2022,July,7,6,1,woody,0,0
trtpd1_July_litter,trtpd,trtpd_1,2022,July,7,6,1,litter,30,14.28571429
trtpd1_July_grass,trtpd,trtpd_1,2022,July,7,6,2,grass,0,0
trtpd1_July_forb,trtpd,trtpd_1,2022,July,7,6,2,forb,28,50
trtpd1_July_woody,trtpd,trtpd_1,2022,July,7,6,2,woody,0,0
trtpd1_July_litter,trtpd,trtpd_1,2022,July,7,6,2,litter,28,50
trtpd1_July_grass,trtpd,trtpd_1,2022,July,7,6,3,grass,0,0
trtpd1_July_forb,trtpd,trtpd_1,2022,July,7,6,3,forb,63,56.75675676
trtpd1_July_woody,trtpd,trtpd_1,2022,July,7,6,3,woody,0,0
trtpd1_July_litter,trtpd,trtpd_1,2022,July,7,6,3,litter,48,43.24324324
trtpd1_July_grass,trtpd,trtpd_1,2022,July,7,6,4,grass,0.1,0.432900433
trtpd1_July_forb,trtpd,trtpd_1,2022,July,7,6,4,forb,19,82.25108225
trtpd1_July_woody,trtpd,trtpd_1,2022,July,7,6,4,woody,0,0
trtpd1_July_litter,trtpd,trtpd_1,2022,July,7,6,4,litter,4,17.31601732
trtpd1_July_grass,trtpd,trtpd_1,2022,July,7,6,5,grass,0,0
trtpd1_July_forb,trtpd,trtpd_1,2022,July,7,6,5,forb,32,82.05128205
trtpd1_July_woody,trtpd,trtpd_1,2022,July,7,6,5,woody,0,0
trtpd1_July_litter,trtpd,trtpd_1,2022,July,7,6,5,litter,7,17.94871795
trtpd2_July_grass,trtpd,trtpd_2,2022,July,7,4,1,grass,0,0
trtpd2_July_forb,trtpd,trtpd_2,2022,July,7,4,1,forb,137,88.38709677
trtpd2_July_woody,trtpd,trtpd_2,2022,July,7,4,1,woody,0,0
trtpd2_July_litter,trtpd,trtpd_2,2022,July,7,4,1,litter,18,11.61290323
trtpd2_July_grass,trtpd,trtpd_2,2022,July,7,4,2,grass,0,0
trtpd2_July_forb,trtpd,trtpd_2,2022,July,7,4,2,forb,81,49.09090909
trtpd2_July_woody,trtpd,trtpd_2,2022,July,7,4,2,woody,0,0
trtpd2_July_litter,trtpd,trtpd_2,2022,July,7,4,2,litter,84,50.90909091
trtpd2_July_grass,trtpd,trtpd_2,2022,July,7,4,3,grass,0,0
trtpd2_July_forb,trtpd,trtpd_2,2022,July,7,4,3,forb,125,79.11392405
trtpd2_July_woody,trtpd,trtpd_2,2022,July,7,4,3,woody,0,0
trtpd2_July_litter,trtpd,trtpd_2,2022,July,7,4,3,litter,33,20.88607595
trtpd2_July_grass,trtpd,trtpd_2,2022,July,7,4,4,grass,0,0
trtpd2_July_forb,trtpd,trtpd_2,2022,July,7,4,4,forb,2,11.11111111
trtpd2_July_woody,trtpd,trtpd_2,2022,July,7,4,4,woody,0,0
trtpd2_July_litter,trtpd,trtpd_2,2022,July,7,4,4,litter,16,88.88888889
trtpd2_July_grass,trtpd,trtpd_2,2022,July,7,4,5,grass,5,0.738552437
trtpd2_July_forb,trtpd,trtpd_2,2022,July,7,4,5,forb,4,0.59084195
trtpd2_July_woody,trtpd,trtpd_2,2022,July,7,4,5,woody,423,62.48153619
trtpd2_July_litter,trtpd,trtpd_2,2022,July,7,4,5,litter,245,36.18906942
trtpd3_July_grass,trtpd,trtpd_3,2022,July,7,7,1,grass,0,0
trtpd3_July_forb,trtpd,trtpd_3,2022,July,7,7,1,forb,38,84.44444444
trtpd3_July_woody,trtpd,trtpd_3,2022,July,7,7,1,woody,0,0
trtpd3_July_litter,trtpd,trtpd_3,2022,July,7,7,1,litter,7,15.55555556
trtpd3_July_grass,trtpd,trtpd_3,2022,July,7,7,2,grass,0,0
trtpd3_July_forb,trtpd,trtpd_3,2022,July,7,7,2,forb,72,48.32214765
trtpd3_July_woody,trtpd,trtpd_3,2022,July,7,7,2,woody,0,0
trtpd3_July_litter,trtpd,trtpd_3,2022,July,7,7,2,litter,77,51.67785235
trtpd3_July_grass,trtpd,trtpd_3,2022,July,7,7,3,grass,0,0
trtpd3_July_forb,trtpd,trtpd_3,2022,July,7,7,3,forb,0,0
trtpd3_July_woody,trtpd,trtpd_3,2022,July,7,7,3,woody,0,0
trtpd3_July_litter,trtpd,trtpd_3,2022,July,7,7,3,litter,11,100
trtpd3_July_grass,trtpd,trtpd_3,2022,July,7,7,4,grass,0,0
trtpd3_July_forb,trtpd,trtpd_3,2022,July,7,7,4,forb,7,100
trtpd3_July_woody,trtpd,trtpd_3,2022,July,7,7,4,woody,0,0
trtpd3_July_litter,trtpd,trtpd_3,2022,July,7,7,4,litter,0,0
trtpd3_July_grass,trtpd,trtpd_3,2022,July,7,7,5,grass,0,0
trtpd3_July_forb,trtpd,trtpd_3,2022,July,7,7,5,forb,5,94.33962264
trtpd3_July_woody,trtpd,trtpd_3,2022,July,7,7,5,woody,0,0
trtpd3_July_litter,trtpd,trtpd_3,2022,July,7,7,5,litter,0.3,5.660377358
untrtpd1_July_grass,untrtpd,untrtpd_1,2022,July,7,8,1,grass,150,87.20930233
untrtpd1_July_forb,untrtpd,untrtpd_1,2022,July,7,8,1,forb,0,0
untrtpd1_July_woody,untrtpd,untrtpd_1,2022,July,7,8,1,woody,0,0
untrtpd1_July_litter,untrtpd,untrtpd_1,2022,July,7,8,1,litter,22,12.79069767
untrtpd1_July_grass,untrtpd,untrtpd_1,2022,July,7,8,2,grass,3,7.5
untrtpd1_July_forb,untrtpd,untrtpd_1,2022,July,7,8,2,forb,14,35
untrtpd1_July_woody,untrtpd,untrtpd_1,2022,July,7,8,2,woody,0,0
untrtpd1_July_litter,untrtpd,untrtpd_1,2022,July,7,8,2,litter,23,57.5
untrtpd1_July_grass,untrtpd,untrtpd_1,2022,July,7,8,3,grass,74,88.0952381
untrtpd1_July_forb,untrtpd,untrtpd_1,2022,July,7,8,3,forb,0,0
untrtpd1_July_woody,untrtpd,untrtpd_1,2022,July,7,8,3,woody,0,0
untrtpd1_July_litter,untrtpd,untrtpd_1,2022,July,7,8,3,litter,10,11.9047619
untrtpd1_July_grass,untrtpd,untrtpd_1,2022,July,7,8,4,grass,105,84
untrtpd1_July_forb,untrtpd,untrtpd_1,2022,July,7,8,4,forb,7,5.6
untrtpd1_July_woody,untrtpd,untrtpd_1,2022,July,7,8,4,woody,0,0
untrtpd1_July_litter,untrtpd,untrtpd_1,2022,July,7,8,4,litter,13,10.4
untrtpd1_July_grass,untrtpd,untrtpd_1,2022,July,7,8,5,grass,39,37.86407767
untrtpd1_July_forb,untrtpd,untrtpd_1,2022,July,7,8,5,forb,20,19.41747573
untrtpd1_July_woody,untrtpd,untrtpd_1,2022,July,7,8,5,woody,0,0
untrtpd1_July_litter,untrtpd,untrtpd_1,2022,July,7,8,5,litter,44,42.7184466
untrtpd2_July_grass,untrtpd,untrtpd_2,2022,July,7,6,1,grass,14,8.777429467
untrtpd2_July_forb,untrtpd,untrtpd_2,2022,July,7,6,1,forb,145,90.90909091
untrtpd2_July_woody,untrtpd,untrtpd_2,2022,July,7,6,1,woody,0,0
untrtpd2_July_litter,untrtpd,untrtpd_2,2022,July,7,6,1,litter,0.5,0.313479624
untrtpd2_July_grass,untrtpd,untrtpd_2,2022,July,7,6,2,grass,14,18.30065359
untrtpd2_July_forb,untrtpd,untrtpd_2,2022,July,7,6,2,forb,54,70.58823529
untrtpd2_July_woody,untrtpd,untrtpd_2,2022,July,7,6,2,woody,8,10.45751634
untrtpd2_July_litter,untrtpd,untrtpd_2,2022,July,7,6,2,litter,0.5,0.653594771
untrtpd2_July_grass,untrtpd,untrtpd_2,2022,July,7,6,3,grass,35,39.3258427
untrtpd2_July_forb,untrtpd,untrtpd_2,2022,July,7,6,3,forb,49,55.05617978
untrtpd2_July_woody,untrtpd,untrtpd_2,2022,July,7,6,3,woody,0,0
untrtpd2_July_litter,untrtpd,untrtpd_2,2022,July,7,6,3,litter,5,5.617977528
untrtpd2_July_grass,untrtpd,untrtpd_2,2022,July,7,6,4,grass,0.5,4.347826087
untrtpd2_July_forb,untrtpd,untrtpd_2,2022,July,7,6,4,forb,4,34.7826087
untrtpd2_July_woody,untrtpd,untrtpd_2,2022,July,7,6,4,woody,0,0
untrtpd2_July_litter,untrtpd,untrtpd_2,2022,July,7,6,4,litter,7,60.86956522
untrtpd2_July_grass,untrtpd,untrtpd_2,2022,July,7,6,5,grass,103,65.60509554
untrtpd2_July_forb,untrtpd,untrtpd_2,2022,July,7,6,5,forb,40,25.47770701
untrtpd2_July_woody,untrtpd,untrtpd_2,2022,July,7,6,5,woody,0,0
untrtpd2_July_litter,untrtpd,untrtpd_2,2022,July,7,6,5,litter,14,8.917197452
untrtpd3_July_grass,untrtpd,untrtpd_3,2022,July,7,6,1,grass,31,27.80269058
untrtpd3_July_forb,untrtpd,untrtpd_3,2022,July,7,6,1,forb,2,1.793721973
untrtpd3_July_woody,untrtpd,untrtpd_3,2022,July,7,6,1,woody,0.5,0.448430493
untrtpd3_July_litter,untrtpd,untrtpd_3,2022,July,7,6,1,litter,78,69.95515695
untrtpd3_July_grass,untrtpd,untrtpd_3,2022,July,7,6,2,grass,20,81.63265306
untrtpd3_July_forb,untrtpd,untrtpd_3,2022,July,7,6,2,forb,0.5,2.040816327
untrtpd3_July_woody,untrtpd,untrtpd_3,2022,July,7,6,2,woody,0,0
untrtpd3_July_litter,untrtpd,untrtpd_3,2022,July,7,6,2,litter,4,16.32653061
untrtpd3_July_grass,untrtpd,untrtpd_3,2022,July,7,6,3,grass,30,45.45454545
untrtpd3_July_forb,untrtpd,untrtpd_3,2022,July,7,6,3,forb,23,34.84848485
untrtpd3_July_woody,untrtpd,untrtpd_3,2022,July,7,6,3,woody,0,0
untrtpd3_July_litter,untrtpd,untrtpd_3,2022,July,7,6,3,litter,13,19.6969697
untrtpd3_July_grass,untrtpd,untrtpd_3,2022,July,7,6,4,grass,48,85.71428571
untrtpd3_July_forb,untrtpd,untrtpd_3,2022,July,7,6,4,forb,3,5.357142857
untrtpd3_July_woody,untrtpd,untrtpd_3,2022,July,7,6,4,woody,0,0
untrtpd3_July_litter,untrtpd,untrtpd_3,2022,July,7,6,4,litter,5,8.928571429
untrtpd3_July_grass,untrtpd,untrtpd_3,2022,July,7,6,5,grass,20,24.09638554
untrtpd3_July_forb,untrtpd,untrtpd_3,2022,July,7,6,5,forb,54,65.06024096
untrtpd3_July_woody,untrtpd,untrtpd_3,2022,July,7,6,5,woody,0,0
untrtpd3_July_litter,untrtpd,untrtpd_3,2022,July,7,6,5,litter,9,10.84337349
bison1_August_grass,bison,bison_1,2022,August,8,9,1,grass,113,89.68253968
bison1_August_forb,bison,bison_1,2022,August,8,9,1,forb,5,3.968253968
bison1_August_woody,bison,bison_1,2022,August,8,9,1,woody,0,0
bison1_August_litter,bison,bison_1,2022,August,8,9,1,litter,8,6.349206349
bison1_August_grass,bison,bison_1,2022,August,8,9,2,grass,26,76.47058824
bison1_August_forb,bison,bison_1,2022,August,8,9,2,forb,0,0
bison1_August_woody,bison,bison_1,2022,August,8,9,2,woody,0,0
bison1_August_litter,bison,bison_1,2022,August,8,9,2,litter,8,23.52941176
bison1_August_grass,bison,bison_1,2022,August,8,9,3,grass,37,54.41176471
bison1_August_forb,bison,bison_1,2022,August,8,9,3,forb,9,13.23529412
bison1_August_woody,bison,bison_1,2022,August,8,9,3,woody,0,0
bison1_August_litter,bison,bison_1,2022,August,8,9,3,litter,22,32.35294118
bison1_August_grass,bison,bison_1,2022,August,8,9,4,grass,63,88.73239437
bison1_August_forb,bison,bison_1,2022,August,8,9,4,forb,0,0
bison1_August_woody,bison,bison_1,2022,August,8,9,4,woody,0,0
bison1_August_litter,bison,bison_1,2022,August,8,9,4,litter,8,11.26760563
bison1_August_grass,bison,bison_1,2022,August,8,9,5,grass,106,61.98830409
bison1_August_forb,bison,bison_1,2022,August,8,9,5,forb,12,7.01754386
bison1_August_woody,bison,bison_1,2022,August,8,9,5,woody,0,0
bison1_August_litter,bison,bison_1,2022,August,8,9,5,litter,53,30.99415205
bison2_August_grass,bison,bison_2,2022,August,8,2,1,grass,23,21.10091743
bison2_August_forb,bison,bison_2,2022,August,8,2,1,forb,9,8.256880734
bison2_August_woody,bison,bison_2,2022,August,8,2,1,woody,0,0
bison2_August_litter,bison,bison_2,2022,August,8,2,1,litter,77,70.64220183
bison2_August_grass,bison,bison_2,2022,August,8,2,2,grass,301,88.52941176
bison2_August_forb,bison,bison_2,2022,August,8,2,2,forb,0,0
bison2_August_woody,bison,bison_2,2022,August,8,2,2,woody,0,0
bison2_August_litter,bison,bison_2,2022,August,8,2,2,litter,39,11.47058824
bison2_August_grass,bison,bison_2,2022,August,8,2,3,grass,110,85.27131783
bison2_August_forb,bison,bison_2,2022,August,8,2,3,forb,0,0
bison2_August_woody,bison,bison_2,2022,August,8,2,3,woody,0,0
bison2_August_litter,bison,bison_2,2022,August,8,2,3,litter,19,14.72868217
bison2_August_grass,bison,bison_2,2022,August,8,2,4,grass,100,40.6504065
bison2_August_forb,bison,bison_2,2022,August,8,2,4,forb,0,0
bison2_August_woody,bison,bison_2,2022,August,8,2,4,woody,0,0
bison2_August_litter,bison,bison_2,2022,August,8,2,4,litter,146,59.3495935
bison2_August_grass,bison,bison_2,2022,August,8,2,5,grass,100,28.86002886
bison2_August_forb,bison,bison_2,2022,August,8,2,5,forb,0.5,0.144300144
bison2_August_woody,bison,bison_2,2022,August,8,2,5,woody,0,0
bison2_August_litter,bison,bison_2,2022,August,8,2,5,litter,246,70.995671
bison3_August_grass,bison,bison_3,2022,August,8,5,1,grass,49,20.82447939
bison3_August_forb,bison,bison_3,2022,August,8,5,1,forb,0.3,0.127496813
bison3_August_woody,bison,bison_3,2022,August,8,5,1,woody,0,0
bison3_August_litter,bison,bison_3,2022,August,8,5,1,litter,186,79.0480238
bison3_August_grass,bison,bison_3,2022,August,8,5,2,grass,13,3.333333333
bison3_August_forb,bison,bison_3,2022,August,8,5,2,forb,0,0
bison3_August_woody,bison,bison_3,2022,August,8,5,2,woody,0,0
bison3_August_litter,bison,bison_3,2022,August,8,5,2,litter,377,96.66666667
bison3_August_grass,bison,bison_3,2022,August,8,5,3,grass,90,43.47826087
bison3_August_forb,bison,bison_3,2022,August,8,5,3,forb,0,0
bison3_August_woody,bison,bison_3,2022,August,8,5,3,woody,0,0
